n,ConditionsOfInterest,StandardValue1,StandardValue2,reps,PSE_Difference,JND_Difference,Multiplicator_PSE_Standard,Multiplicator_SD_Standard,SD_ResponseFunction,Mean_Variability_Between,SD_Variability_Between,power_Accuracy,power_Precision,power_Accuracy_Twolevel,power_Precision_Twolevel,power_Accuracy_ANOVA,power_Precision_ANOVA,Duration
20,2,5,8,40,-0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.08,1.0,0.07,0.63,0.05,535538 milliseconds
10,2,5,8,40,-0.05,0.05,0,0.108,0.1,0.1,0.1,0.99,0.04,0.98,0.07,0.22,0.06,242565 milliseconds
12,2,5,8,40,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.05,1.0,0.13,0.26,0.06,288846 milliseconds
14,2,5,8,40,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.1,1.0,0.13,0.32,0.1,342335 milliseconds
16,2,5,8,40,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.06,1.0,0.15,0.45,0.12,423892 milliseconds
18,2,5,8,40,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.07,1.0,0.1,0.58,0.08,480342 milliseconds
20,2,5,8,40,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.04,1.0,0.08,0.62,0.08,531788 milliseconds
10,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.05,1.0,0.14,0.16,0.11,241640 milliseconds
12,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.04,1.0,0.19,0.31,0.15,289098 milliseconds
14,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.06,1.0,0.18,0.28,0.16,340280 milliseconds
16,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.02,0.99,0.17,0.48,0.14,418739 milliseconds
18,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.06,0.99,0.18,0.58,0.15,470933 milliseconds
20,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.06,1.0,0.24,0.66,0.2,542440 milliseconds
10,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.92,0.14,0.72,0.15,0.01,0.1,244583 milliseconds
12,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.84,0.18,0.61,0.18,0.0,0.13,294480 milliseconds
14,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.92,0.18,0.74,0.19,0.01,0.15,342550 milliseconds
16,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.96,0.13,0.85,0.23,0.02,0.17,423879 milliseconds
18,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.97,0.19,0.87,0.24,0.0,0.18,496269 milliseconds
20,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.22,0.9,0.31,0.0,0.24,549200 milliseconds
10,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.92,0.02,0.62,0.05,0.02,0.03,245725 milliseconds
12,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.88,0.13,0.66,0.13,0.01,0.08,297407 milliseconds
14,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.9,0.12,0.7,0.09,0.0,0.07,344653 milliseconds
16,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.98,0.13,0.76,0.12,0.02,0.1,425034 milliseconds
18,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.98,0.09,0.86,0.12,0.0,0.08,481810 milliseconds
20,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.99,0.08,0.9,0.12,0.0,0.09,539092 milliseconds
10,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.1,0.1,0.73,0.03,0.59,0.05,0.0,0.03,240790 milliseconds
12,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.1,0.1,0.88,0.07,0.61,0.06,0.0,0.04,290706 milliseconds
14,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.1,0.1,0.94,0.07,0.8,0.04,0.0,0.02,347606 milliseconds
16,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.1,0.1,0.93,0.1,0.74,0.1,0.01,0.07,430240 milliseconds
18,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.1,0.1,0.97,0.06,0.86,0.06,0.0,0.06,495393 milliseconds
20,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.1,0.1,0.95,0.09,0.87,0.07,0.03,0.06,534607 milliseconds
10,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.78,0.06,0.59,0.1,0.02,0.08,245120 milliseconds
12,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.84,0.06,0.59,0.14,0.01,0.1,294403 milliseconds
14,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.86,0.04,0.74,0.11,0.0,0.06,344552 milliseconds
16,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.91,0.04,0.84,0.11,0.01,0.06,431831 milliseconds
18,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.9,0.05,0.74,0.11,0.0,0.09,488310 milliseconds
20,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.96,0.04,0.89,0.09,0.01,0.06,540660 milliseconds
10,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.66,0.08,0.5,0.14,0.01,0.1,243094 milliseconds
12,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.84,0.03,0.68,0.09,0.02,0.08,290795 milliseconds
14,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.89,0.06,0.72,0.12,0.01,0.08,345636 milliseconds
16,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.86,0.12,0.72,0.23,0.02,0.2,423787 milliseconds
18,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.9,0.08,0.82,0.15,0.01,0.14,488610 milliseconds
20,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.94,0.07,0.84,0.22,0.01,0.18,536583 milliseconds
10,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.07,0.06,0.01,0.16,0.0,0.14,246821 milliseconds
12,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.1,0.1,0.03,0.12,0.0,0.09,293737 milliseconds
14,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.04,0.08,0.01,0.2,0.0,0.16,345563 milliseconds
16,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.04,0.08,0.02,0.27,0.0,0.25,428978 milliseconds
18,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.04,0.07,0.0,0.25,0.0,0.21,492373 milliseconds
20,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.08,0.16,0.04,0.33,0.0,0.27,561880 milliseconds
10,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.08,0.01,0.03,0.09,0.0,0.07,248719 milliseconds
12,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.05,0.05,0.01,0.09,0.0,0.06,293784 milliseconds
14,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.06,0.06,0.01,0.1,0.0,0.09,341792 milliseconds
16,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.04,0.04,0.03,0.06,0.0,0.05,427810 milliseconds
18,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.07,0.06,0.02,0.09,0.0,0.06,482308 milliseconds
20,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.03,0.09,0.0,0.09,0.0,0.08,544111 milliseconds
10,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.01,0.04,0.0,0.05,0.0,0.05,245399 milliseconds
12,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.04,0.04,0.02,0.08,0.0,0.06,296028 milliseconds
14,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.03,0.04,0.01,0.09,0.0,0.05,340815 milliseconds
16,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.02,0.01,0.0,0.13,0.0,0.08,434846 milliseconds
18,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.05,0.06,0.03,0.06,0.0,0.05,485671 milliseconds
20,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.08,0.04,0.04,0.04,0.0,0.0,542977 milliseconds
10,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.06,0.09,0.01,0.13,0.0,0.06,241904 milliseconds
12,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.05,0.05,0.04,0.12,0.0,0.1,296515 milliseconds
14,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.05,0.05,0.01,0.06,0.0,0.06,342207 milliseconds
16,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.06,0.06,0.0,0.03,0.0,0.02,419425 milliseconds
18,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.04,0.07,0.03,0.09,0.0,0.07,484565 milliseconds
20,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.05,0.12,0.04,0.07,0.0,0.05,537731 milliseconds
10,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.08,0.13,0.04,0.15,0.0,0.15,247701 milliseconds
12,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.08,0.1,0.01,0.08,0.0,0.07,288309 milliseconds
14,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.02,0.09,0.01,0.2,0.0,0.15,342467 milliseconds
16,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.06,0.08,0.03,0.15,0.0,0.14,428938 milliseconds
18,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.05,0.1,0.02,0.15,0.0,0.14,482740 milliseconds
20,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.07,0.12,0.04,0.26,0.0,0.21,540239 milliseconds
10,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.86,0.08,0.6,0.17,0.0,0.12,244241 milliseconds
12,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.91,0.08,0.61,0.22,0.01,0.21,295275 milliseconds
14,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.88,0.06,0.68,0.16,0.0,0.14,346138 milliseconds
16,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.9,0.07,0.82,0.2,0.0,0.17,436692 milliseconds
18,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.97,0.12,0.83,0.24,0.01,0.19,483487 milliseconds
20,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.98,0.11,0.89,0.43,0.0,0.34,537506 milliseconds
10,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.84,0.04,0.63,0.13,0.01,0.09,243306 milliseconds
12,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.85,0.06,0.66,0.11,0.0,0.09,295724 milliseconds
14,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.88,0.01,0.67,0.16,0.0,0.12,349376 milliseconds
16,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.93,0.1,0.83,0.11,0.02,0.08,421989 milliseconds
18,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.93,0.03,0.85,0.11,0.0,0.11,493011 milliseconds
20,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.99,0.05,0.94,0.08,0.01,0.07,553281 milliseconds
10,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.79,0.04,0.59,0.04,0.01,0.03,242738 milliseconds
12,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.88,0.07,0.66,0.07,0.01,0.06,292251 milliseconds
14,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.87,0.03,0.73,0.04,0.0,0.03,345166 milliseconds
16,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.89,0.06,0.79,0.04,0.02,0.01,424786 milliseconds
18,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.96,0.03,0.86,0.04,0.01,0.03,482454 milliseconds
20,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,1.0,0.04,0.89,0.07,0.01,0.05,544158 milliseconds
10,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.68,0.06,0.54,0.05,0.0,0.04,241089 milliseconds
12,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.87,0.09,0.66,0.09,0.0,0.07,293458 milliseconds
14,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.8,0.13,0.56,0.11,0.0,0.09,342819 milliseconds
16,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.92,0.06,0.73,0.09,0.0,0.07,422388 milliseconds
18,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.92,0.09,0.78,0.08,0.04,0.05,490776 milliseconds
20,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.96,0.1,0.79,0.11,0.03,0.06,539153 milliseconds
